id,aegis_name,name,buy,sell,weight,slots,drop_announce,container,no_drop,no_trade,no_cart,no_storage,script
4096,Zenorc_Card,Zenorc Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEff,Eff_Poison,400;
bonus bBaseAtk,10;
"
4097,Matyr_Card,Matyr Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,10;
bonus bAgi,1;
"
4098,Dokebi_Card,Dokebi Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Wind;
bonus bDef,1;
"
4099,Pasana_Card,Pasana Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Fire;
bonus bDef,1;
"
4100,Sohee_Card,Sohee Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxSPrate,15;
bonus bSPrecovRate,3;
"
4101,Sand_Man_Card,Sandman Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Earth;
bonus bDef,1;
"
4102,Whisper_Card,Whisper Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee,20;
bonus2 bSubEle,Ele_Ghost,-50;
"
4103,Horong_Card,Horong Card,20,,10,0,False,False,False,False,False,False,"skill ""MG_SIGHT"",1;
"
4104,Requiem_Card,Requiem Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEff,Eff_Confusion,500;
"
4105,Marc_Card,Marc Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Water,5;
bonus2 bResEff,Eff_Freeze,10000;
"
4106,Mummy_Card,Mummy Card,20,,10,0,False,False,False,False,False,False,"bonus bHit,20;
"
4107,Verit_Card,Verit Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,8;
bonus bMaxSPrate,8;
"
4108,Myst_Card,Myst Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Poison,30;
bonus bFlee,5;
"
4109,Jakk_Card,Jakk Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Fire,30;
bonus bFlee,5;
"
4110,Ghoul_Card,Ghoul Card,20,,10,0,False,False,False,False,False,False,"bonus2 bResEff,Eff_Poison,2000;
bonus bDef,1;
"
4111,Strouf_Card,Strouf Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace,RC_Demon,20;
"
4112,Marduk_Card,Marduk Card,20,,10,0,False,False,False,False,False,False,"bonus2 bResEff,Eff_Silence,10000;
"
4113,Marionette_Card,Marionette Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Ghost,30;
bonus bFlee,5;
"
4114,Argiope_Card,Argiope Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Poison;
bonus bDef,1;
"
4115,Hunter_Fly_Card,Hunter Fly Card,20,,10,0,False,False,False,False,False,False,"bonus2 bHPDrainRate,30,15;
"
4116,Isis_Card,Isis Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Dark,30;
bonus bFlee,5;
"
4117,Side_Winder_Card,Sidewinder Card,20,,10,0,False,False,False,False,False,False,"skill ""TF_DOUBLE"",1;
"
4118,Petit_Card,Earth Petite Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace,RC_Dragon,20;
"
4119,Bathory_Card,Bathory Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Dark;
"
4120,Petit__Card,Sky Petite Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Dragon,30;
"
4121,Phreeoni_Card,Phreeoni Card,20,,10,0,False,False,False,False,False,False,"bonus bHit,100;
"
4122,Deviruchi_Card,Deviruchi Card,20,,10,0,False,False,False,False,False,False,"bonus bStr,1;
bonus2 bResEff,Eff_Blind,10000;
"
4123,Eddga_Card,Eddga Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,-25;
bonus bNoWalkDelay;
"
4124,Medusa_Card,Medusa Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Demon,15;
bonus2 bResEff,Eff_Stone,10000;
"
4125,Deviace_Card,Deviace Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace,RC_DemiHuman,7;
bonus2 bAddRace,RC_Player_Human,7;
bonus2 bAddRace,RC_Brute,7;
bonus2 bAddRace,RC_Player_Doram,7;
bonus2 bAddRace,RC_Plant,7;
bonus2 bAddRace,RC_Insect,7;
"
4126,Minorous_Card,Minorous Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddSize,Size_Large,15;
bonus bBaseAtk,5;
"
4127,Nightmare_Card,Nightmare Card,20,,10,0,False,False,False,False,False,False,"bonus2 bResEff,Eff_Sleep,10000;
bonus bAgi,1;
"
4128,Golden_Bug_Card,Golden Thief Bug Card,20,,10,0,False,False,False,False,False,False,"bonus bNoMagicDamage,100;
bonus bUseSPrate,100;
"
4129,Baphomet__Card,Bapho Jr. Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,3;
bonus bCritical,1;
"
4130,Scorpion_King_Card,Scorpion King Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEle,Ele_Undead,20;
"
4131,Moonlight_Flower_Card,Moonlight Flower Card,20,,10,0,False,False,False,False,False,False,"bonus bSpeedRate,25;
"
4132,Mistress_Card,Mistress Card,20,,10,0,False,False,False,False,False,False,"bonus bNoGemStone;
bonus bUseSPrate,25;
"
4133,Daydric_Card,Raydric Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Neutral,20;
"
4134,Dracula_Card,Dracula Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPDrainRate,100,5;
"
4135,Orc_Load_Card,Orc Lord Card,20,,10,0,False,False,False,False,False,False,"bonus bShortWeaponDamageReturn,30;
"
4136,Khalitzburg_Card,Khalitzburg Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Demon,30;
"
4137,Drake_Card,Drake Card,20,,10,0,False,False,False,False,False,False,"bonus bNoSizeFix;
"
4138,Anubis_Card,Anubis Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Angel,30;
"
4139,Joker_Card,Joker Card,20,,10,0,False,False,False,False,False,False,"skill ""TF_STEAL"",1;
"
4140,Knight_Of_Abyss_Card,Abysmal Knight Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddClass,Class_Boss,25;
"
4141,Evil_Druid_Card,Evil Druid Card,20,,10,0,False,False,False,False,False,False,"bonus bDefEle,Ele_Undead;
bonus bInt,1;
bonus bDef,1;
"
4142,Doppelganger_Card,Doppelganger Card,20,,10,0,False,False,False,False,False,False,"bonus bAspdRate,10;
"
4143,Orc_Hero_Card,Orc Hero Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,3;
bonus2 bResEff,Eff_Stun,10000;
"
4144,Osiris_Card,Osiris Card,20,,10,0,False,False,False,False,False,False,"bonus bRestartFullRecover;
"
4145,Berzebub_Card,Berzebub Card,20,,10,0,False,False,False,False,False,False,"bonus bCastrate,-30;
"
4146,Maya_Card,Maya Card,20,,10,0,False,False,False,False,False,False,"bonus bMagicDamageReturn,50;
"
4147,Baphomet_Card,Baphomet Card,20,,10,0,False,False,False,False,False,False,"bonus bHit,-10;
bonus bSplashRange,1;
"
4148,Pharaoh_Card,Pharaoh Card,20,,10,0,False,False,False,False,False,False,"bonus bUseSPrate,-30;
"
4149,Gargoyle_Card,Gargoyle Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12028,RC_Insect,100;
"
4150,Goat_Card,Goat Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<6) {
   bonus bDef,2;
   bonus bMdef,5;
}
"
4151,Gajomart_Card,Gajomart Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Plant,-20;
bonus2 bExpAddRace,RC_Plant,10;
"
4152,Galapago_Card,Galapago Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddItemGroupHealRate,IG_Juice,50;
bonus3 bAddMonsterDropItem,531,RC_Insect,300;
bonus3 bAddMonsterDropItem,532,RC_Insect,300;
bonus3 bAddMonsterDropItem,534,RC_Insect,300;
"
4153,Crab_Card,Crab Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,5;
bonus2 bAddDamageClass,1266,30;
"
4154,Rice_Cake_Boy_Card,Dumpling Child Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddItemGroupHealRate,IG_Candy,50;
bonus3 bAddMonsterDropItem,529,RC_DemiHuman,300;
bonus3 bAddMonsterDropItem,530,RC_DemiHuman,100;
"
4155,Goblin_Leader_Card,Goblin Leader Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace2,RC2_Goblin,30;
"
4156,Steam_Goblin_Card,Goblin Steamrider Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Formless,7;
"
4157,Goblin_Archer_Card,Goblin Archer Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Undead,7;
"
4158,Flying_Deleter_Card,Sky Deleter Card,20,,10,0,False,False,False,False,False,False,"bonus bHPrecovRate,-100;
bonus bHPGainValue,100;
"
4159,Nine_Tail_Card,Nine Tail Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,2;
if (getrefine()>8)
   bonus bFlee,20;
"
4160,Antique_Firelock_Card,Firelock Soldier Card,20,,10,0,False,False,False,False,False,False,"bonus bStr,2;
if (getrefine()>8) {
   bonus bMaxHPrate,10;
   bonus bMaxSPrate,10;
}
"
4161,Grand_Peco_Card,Grand Peco Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""PR_GLORIA"",1,50;
"
4162,Grizzly_Card,Grizzly Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Blind,300;
"
4163,Gryphon_Card,Gryphon Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee,2;
bonus bCritical,7;
if (BaseClass == Job_Swordman)
   bonus3 bAutoSpell,""KN_BOWLINGBASH"",5,10;
"
4164,Gullinbursti_Card,Gullinbursti Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Fish,-20;
bonus2 bExpAddRace,RC_Fish,10;
"
4165,Gig_Card,Gig Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Insect,5;
"
4166,Nightmare_Terror_Card,Nightmare Terror Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Curse,300;
"
4167,Neraid_Card,Nereid Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Brute,5;
bonus2 bSPGainRace,RC_Player_Doram,5;
"
4168,Dark_Lord_Card,Dark Lord Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""WZ_METEOR"",5,100;
"
4169,Dark_Illusion_Card,Dark Illusion Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,-10;
bonus bMaxSPrate,-10;
bonus bCastrate,-10;
"
4170,Dark_Frame_Card,Dark Frame Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Stone,600;
"
4171,Dark_Priest_Card,Dark Priest Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPVanishRate,50,10;
if (BaseJob == Job_Sage)
   bonus bSPDrainValue,1;
"
4172,The_Paper_Card,The Paper Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,20;
bonus bSPDrainValue,-1;
"
4173,Demon_Pungus_Card,Demon Pungus Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Sleep,600;
"
4174,Deviling_Card,Deviling Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Neutral,50;
bonus2 bSubEle,Ele_Water,-50;
bonus2 bSubEle,Ele_Earth,-50;
bonus2 bSubEle,Ele_Fire,-50;
bonus2 bSubEle,Ele_Wind,-50;
bonus2 bSubEle,Ele_Poison,-50;
bonus2 bSubEle,Ele_Holy,-50;
bonus2 bSubEle,Ele_Dark,-50;
bonus2 bSubEle,Ele_Ghost,-50;
bonus2 bSubEle,Ele_Undead,-50;
"
4175,Poison_Toad_Card,Poisonous Toad Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""TF_POISON"",1,20;
bonus2 bAddSkillBlow,52,5;
"
4176,Dullahan_Card,Dullahan Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Dragon,7;
"
4177,Dryad_Card,Dryad Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,993,RC_Plant,100;
bonus2 bSubEle,Ele_Earth,10;
"
4178,Dragon_Tail_Card,Dragon Tail Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,1;
bonus bFlee,10;
bonus2 bSkillAtk,""AC_DOUBLE"",5;
bonus2 bSkillAtk,""AC_SHOWER"",5;
"
4179,Dragon_Fly_Card,Dragon Fly Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,1;
"
4180,Driller_Card,Driller Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Dragon,5;
"
4181,Disguise_Card,Disguise Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Silence,300+600*(readparam(bVit)>=77);
"
4182,Diabolic_Card,Diabolic Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Demon,5;
"
4183,Vagabond_Wolf_Card,Vagabond Wolf Card,20,,10,0,False,False,False,False,False,False,"bonus bStr,1;
"
4184,Lava_Golem_Card,Lava Golem Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace2,RC2_Golem,30;
"
4185,Rideword_Card,Rideword Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,1;
if (BaseClass == Job_Acolyte) {
   bonus bInt,1;
   bonus bMdef,1;
}
"
4186,Raggler_Card,Raggler Card,20,,10,0,False,False,False,False,False,False,"bonus bStr,1;
bonus bVit,1;
"
4187,Raydric_Archer_Card,Raydric Archer Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12030,RC_Demon,100;
"
4188,Leib_Olmai_Card,Leib Olmai Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Fire,10;
bonus3 bAddMonsterDropItem,990,RC_Brute,100;
"
4189,Wraith_Dead_Card,Wraith Dead Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Curse,600;
"
4190,Wraith_Card,Wraith Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12027,RC_Undead,100;
"
4191,Loli_Ruri_Card,Loli Ruri Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""AL_HEAL"",3,50;
"
4192,Rotar_Zairo_Card,Rotar Zairo Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Fish,7;
"
4193,Lude_Card,Lude Card,20,,10,0,False,False,False,False,False,False,"if (BaseJob == Job_Novice || BaseJob == Job_SuperNovice)
   bonus3 bAutoSpellWhenHit,""SM_ENDURE"",1,200;
"
